d03,v05,d08,d9,d10,d11,d12,d13,d14,d16,D16_1,Q15_new,Q16_new,np
Gaza strip,City,Female,60,yes,Associatte Diploma,Worker,Public sector,Married,6,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
Gaza strip,City,Female,42,no,Associatte Diploma,Housewife,Unemployed,Married,8,Family income does not cover our expenses we face some difficulties in covering,Others,Fateh,Old
Gaza strip,camp,Male,35,no,BA\ BSc,Employee,Private and NGos,Married,4,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
Gaza strip,City,Female,37,yes,Secondary,Housewife,Unemployed,Married,12,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Hamas,Old
Gaza strip,City,Male,19,yes,Secondary,Student,Unemployed,Single,9,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Hamas,New
Gaza strip,City,Male,33,yes,Associatte Diploma,Worker,Private and NGos,Married,5,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Others,Old
Gaza strip,camp,Female,24,yes,BA\ BSc,Employee,Private and NGos,Single,11,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Others,New
Gaza strip,City,Female,21,no,Secondary,unemployed,Unemployed,Single,7,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,New
Gaza strip,camp,Male,38,yes,Associatte Diploma,Employee,Public sector,Married,8,Family income does not cover our expenses we face some difficulties in covering,Hamas,I will not participate in the elections,Old
Gaza strip,City,Male,67,no,Secondary,retired,Unemployed,Married,2,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,Old
Gaza strip,City,Female,45,yes,Preparatory,unemployed,Unemployed,Married,7,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,not decided,Old
Gaza strip,City,Male,51,no,Secondary,trader,Private and NGos,Married,8,The family income covers our needs well and we can save,None of the above / No opinion / I do not know / I do not remember,not decided,Old
Gaza strip,City,Male,36,yes,Associatte Diploma,unemployed,Unemployed,Single,7,Family income does not cover the expenses of our needs and we face great difficulties in covering,Others,Fateh,Old
Gaza strip,City,Male,30,no,Preparatory,Worker,Private and NGos,Married,4,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Fateh,New
Gaza strip,City,Female,18,yes,Secondary,Student,Unemployed,Single,4,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Fateh,New
Gaza strip,City,Female,51,yes,Master Degree and Above,Worker,Public sector,Married,5,The family income covers our needs well and we can save,Fateh,Fateh,Old
Gaza strip,City,Female,28,yes,Secondary,Housewife,Unemployed,Single,4,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Fateh,New
Gaza strip,City,Male,26,yes,BA\ BSc,Employee,Public sector,Married,2,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,New
Gaza strip,City,Male,45,no,Secondary,Worker,Private and NGos,Married,9,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
Gaza strip,City,Female,52,yes,BA\ BSc,Employee,Private and NGos,Married,11,The family income covers our needs well and we can save,Fateh,I will not participate in the elections,Old
Gaza strip,City,Female,27,no,Secondary,Housewife,Unemployed,Married,6,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,I will not participate in the elections,New
Gaza strip,City,Male,36,no,Associatte Diploma,Worker,Private and NGos,Married,4,Family income does not cover our expenses we face some difficulties in covering,Others,not decided,Old
Gaza strip,City,Male,61,no,Elementary,"Professional, craftsman, specialist",Private and NGos,Married,6,Family income does not cover our expenses we face some difficulties in covering,Others,not decided,Old
Gaza strip,camp,Male,28,yes,Secondary,unemployed,Unemployed,Single,7,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,not decided,New
Gaza strip,camp,Female,28,yes,BA\ BSc,unemployed,Unemployed,Single,10,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,not decided,New
Gaza strip,City,Female,63,no,Preparatory,Housewife,Unemployed,Married,3,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
Gaza strip,City,Male,34,no,BA\ BSc,Employee,Public sector,Married,7,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
Gaza strip,City,Male,64,no,Illiterate,trader,Private and NGos,Married,4,Family income does not cover the expenses of our needs and we face great difficulties in covering,None of the above / No opinion / I do not know / I do not remember,Fateh,Old
Gaza strip,City,Female,37,no,Secondary,Housewife,Unemployed,Married,6,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
Gaza strip,camp,Male,41,no,Secondary,Employee,Public sector,Married,7,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
Gaza strip,camp,Male,56,yes,Secondary,Employee,Public sector,Married,8,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
Gaza strip,camp,Male,20,yes,Illiterate,Student,Unemployed,Single,5,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
Gaza strip,City,Male,25,no,BA\ BSc,trader,Private and NGos,Single,6,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
Gaza strip,City,Female,28,no,BA\ BSc,Housewife,Unemployed,Married,4,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
Gaza strip,City,Male,6,yes,Associatte Diploma,unemployed,Unemployed,Married,10,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
Gaza strip,City,Male,26,yes,Associatte Diploma,unemployed,Unemployed,Single,4,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
Gaza strip,City,Male,38,yes,BA\ BSc,retired,Private and NGos,Married,6,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
Gaza strip,City,Female,28,yes,Preparatory,Housewife,Private and NGos,Married,6,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
Gaza strip,City,Male,22,no,Associatte Diploma,Farmer,Private and NGos,Married,4,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Fateh,New
Gaza strip,City,Female,41,no,BA\ BSc,Farmer,Private and NGos,Married,7,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
Gaza strip,City,Male,55,yes,BA\ BSc,retired,Private and NGos,Married,6,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
Gaza strip,City,Female,39,no,BA\ BSc,Employee,Public sector,Married,4,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
Gaza strip,camp,Male,38,yes,BA\ BSc,unemployed,Unemployed,Married,3,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
Gaza strip,City,Male,48,yes,BA\ BSc,Employee,Public sector,Married,9,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
Gaza strip,City,Male,68,no,Secondary,unemployed,Unemployed,Married,3,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
Gaza strip,City,Female,59,yes,Preparatory,Housewife,Unemployed,Married,10,Family income does not cover the expenses of our needs and we face great difficulties in covering,Others,Fateh,Old
Gaza strip,City,Male,30,yes,Associatte Diploma,"Professional, craftsman, specialist",Private and NGos,Married,7,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
Gaza strip,City,Male,41,yes,Associatte Diploma,Employee,Public sector,Married,6,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
Gaza strip,City,Male,46,yes,Secondary,unemployed,Unemployed,Single,9,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Fateh,Old
Gaza strip,City,Female,18,yes,Secondary,Student,Unemployed,Single,7,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
Gaza strip,City,Male,54,no,Associatte Diploma,Employee,Public sector,Married,7,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
Gaza strip,camp,Female,30,yes,Associatte Diploma,Housewife,Unemployed,Married,5,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Fateh,New
Gaza strip,City,Male,61,yes,Elementary,unemployed,Unemployed,Married,9,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
Gaza strip,City,Male,53,no,Secondary,"Professional, craftsman, specialist",Private and NGos,Married,8,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
Gaza strip,City,Female,22,no,Secondary,Worker,Unemployed,Married,9,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
Gaza strip,camp,Female,40,yes,Secondary,Housewife,Unemployed,Married,7,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
Gaza strip,camp,Male,38,yes,BA\ BSc,Employee,Public sector,Married,9,Family income does not cover our expenses we face some difficulties in covering,Hamas,Fateh,Old
Gaza strip,City,Male,41,no,Secondary,Employee,Public sector,Married,7,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
Gaza strip,camp,Female,38,yes,BA\ BSc,Employee,Private and NGos,Married,4,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Hamas,Old
Gaza strip,City,Female,45,no,BA\ BSc,Housewife,Unemployed,Married,9,The family income covers the expenses of our needs without facing any difficulties,Hamas,Hamas,Old
Gaza strip,City,Female,55,no,Secondary,Housewife,Unemployed,Married,8,The family income covers the expenses of our needs without facing any difficulties,Hamas,Others,Old
Gaza strip,City,Female,26,no,Associatte Diploma,Housewife,Unemployed,Single,11,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Others,New
Gaza strip,camp,Female,53,yes,Illiterate,Housewife,Private and NGos,Married,5,Family income does not cover the expenses of our needs and we face great difficulties in covering,Others,Others,Old
Gaza strip,City,Female,39,no,Preparatory,Housewife,Public sector,Married,8,The family income covers the expenses of our needs without facing any difficulties,Others,Others,Old
Gaza strip,City,Female,40,no,BA\ BSc,Employee,Public sector,Married,8,The family income covers the expenses of our needs without facing any difficulties,Others,Others,Old
Gaza strip,City,Female,53,yes,Illiterate,Housewife,Private and NGos,Married,5,Family income does not cover the expenses of our needs and we face great difficulties in covering,Others,Others,Old
Gaza strip,camp,Female,41,no,Elementary,Housewife,Unemployed,Other,3,The family income covers the expenses of our needs without facing any difficulties,Fateh,Others,Old
Gaza strip,City,Female,28,yes,Secondary,Housewife,Unemployed,Married,6,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,City,Female,62,no,Elementary,Housewife,Unemployed,Other,8,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Female,26,no,BA\ BSc,Housewife,Unemployed,Married,5,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,New
West Bank,City,Female,22,yes,BA\ BSc,Employee,Private and NGos,Single,6,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,New
West Bank,City,Female,27,no,Preparatory,Housewife,Unemployed,Married,6,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,I will not participate in the elections,New
West Bank,village,Male,27,no,Secondary,Farmer,Private and NGos,Married,4,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,not decided,New
West Bank,City,Female,65,no,Master Degree and Above,Housewife,Unemployed,Married,2,The family income covers the expenses of our needs without facing any difficulties,Hamas,not decided,Old
West Bank,village,Male,35,no,BA\ BSc,Worker,Private and NGos,Married,6,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Fateh,Old
West Bank,City,Female,30,no,BA\ BSc,Housewife,Unemployed,Married,4,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,City,Male,33,no,Secondary,Employee,Public sector,Married,4,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,City,Male,22,no,Preparatory,Worker,Private and NGos,Single,4,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,village,Male,46,no,Secondary,Worker,Private and NGos,Married,6,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,City,Male,19,no,Preparatory,trader,Private and NGos,Single,5,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,City,Male,28,no,BA\ BSc,"Professional, craftsman, specialist",Private and NGos,Married,2,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,village,Male,50,no,Associatte Diploma,"Professional, craftsman, specialist",Private and NGos,Married,2,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,City,Male,20,yes,Secondary,Student,Unemployed,Single,6,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,camp,Male,18,yes,Secondary,trader,Private and NGos,Single,4,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,City,Female,27,no,BA\ BSc,Employee,Private and NGos,Single,5,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,City,Female,75,no,Elementary,Housewife,Unemployed,Married,8,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Others,Old
West Bank,City,Female,20,no,Secondary,Student,Unemployed,Single,3,The family income covers our needs well and we can save,I did not participate in the elections,I will not participate in the elections,New
West Bank,village,Male,26,no,Secondary,Student,Unemployed,Single,7,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,New
West Bank,City,Female,45,no,Master Degree and Above,Housewife,Unemployed,Married,6,The family income covers the expenses of our needs without facing any difficulties,None of the above / No opinion / I do not know / I do not remember,I will not participate in the elections,Old
West Bank,City,Male,44,yes,Secondary,Worker,Private and NGos,Married,5,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Male,67,no,Associatte Diploma,unemployed,Unemployed,Married,5,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,not decided,Old
West Bank,village,Male,23,no,Associatte Diploma,Student,Unemployed,Single,8,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,not decided,New
West Bank,City,Male,50,no,Elementary,Worker,Private and NGos,Married,5,Family income does not cover our expenses we face some difficulties in covering,None of the above / No opinion / I do not know / I do not remember,not decided,Old
West Bank,City,Male,22,yes,Preparatory,Worker,Private and NGos,Single,6,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,not decided,New
West Bank,City,Female,58,yes,Preparatory,Employee,Unemployed,Other,1,Family income does not cover the expenses of our needs and we face great difficulties in covering,None of the above / No opinion / I do not know / I do not remember,Fateh,Old
West Bank,City,Male,66,no,BA\ BSc,retired,Private and NGos,Married,2,The family income covers our needs well and we can save,Fateh,Fateh,Old
West Bank,village,Female,33,no,Secondary,Housewife,Unemployed,Married,4,The family income covers the expenses of our needs without facing any difficulties,None of the above / No opinion / I do not know / I do not remember,Fateh,Old
West Bank,village,Male,45,no,Associatte Diploma,Employee,Private and NGos,Married,3,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,village,Male,52,no,Secondary,Worker,Private and NGos,Married,3,The family income covers the expenses of our needs without facing any difficulties,None of the above / No opinion / I do not know / I do not remember,Fateh,Old
West Bank,village,Male,44,no,Associatte Diploma,Worker,Private and NGos,Married,5,The family income covers our needs well and we can save,Fateh,Fateh,Old
West Bank,City,Male,30,no,Associatte Diploma,Worker,Private and NGos,Married,3,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,City,Female,52,no,Preparatory,Housewife,Unemployed,Married,4,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,camp,Male,31,yes,Preparatory,Worker,Private and NGos,Married,6,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,City,Female,61,no,Preparatory,Housewife,Unemployed,Married,2,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,City,Male,70,no,Elementary,unemployed,Unemployed,Married,2,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,City,Male,54,no,Preparatory,"Professional, craftsman, specialist",Private and NGos,Married,4,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,City,Male,53,no,Secondary,Worker,Private and NGos,Married,5,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,village,Male,20,yes,Preparatory,"Professional, craftsman, specialist",Unemployed,Single,4,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,village,Male,42,no,Preparatory,Worker,Private and NGos,Married,9,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,City,Male,60,no,Preparatory,Employee,Private and NGos,Married,4,The family income covers our needs well and we can save,Fateh,Fateh,Old
West Bank,City,Female,40,no,Preparatory,Housewife,Unemployed,Other,3,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
West Bank,City,Male,48,no,Secondary,trader,Private and NGos,Married,4,The family income covers our needs well and we can save,Fateh,Fateh,Old
West Bank,City,Female,38,no,BA\ BSc,Housewife,Unemployed,Married,7,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Fateh,Old
West Bank,City,Male,57,no,Secondary,unemployed,Unemployed,Married,9,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,City,Male,50,no,Preparatory,Worker,Private and NGos,Married,4,The family income covers our needs well and we can save,Fateh,Others,Old
West Bank,City,Male,27,no,Preparatory,Worker,Private and NGos,Married,3,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,New
West Bank,City,Male,38,yes,Preparatory,Worker,Private and NGos,Married,8,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Male,69,yes,Secondary,trader,Private and NGos,Married,2,Family income does not cover our expenses we face some difficulties in covering,None of the above / No opinion / I do not know / I do not remember,not decided,Old
West Bank,City,Female,33,no,Secondary,Housewife,Unemployed,Married,5,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,not decided,Old
West Bank,City,Female,26,yes,BA\ BSc,Employee,Public sector,Married,2,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,not decided,New
West Bank,City,Female,44,yes,Preparatory,Housewife,Unemployed,Married,6,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,City,Male,37,yes,BA\ BSc,Employee,Private and NGos,Married,6,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,village,Male,63,no,Secondary,Farmer,Private and NGos,Married,5,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,camp,Female,26,yes,Preparatory,Housewife,Unemployed,Married,5,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,City,Male,19,no,Secondary,Student,Unemployed,Single,8,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,City,Male,53,yes,Preparatory,Employee,Public sector,Married,5,The family income covers our needs well and we can save,Fateh,Fateh,Old
West Bank,City,Female,48,yes,Secondary,Housewife,Unemployed,Married,5,The family income covers our needs well and we can save,Hamas,Fateh,Old
West Bank,village,Male,55,no,Preparatory,Worker,Private and NGos,Married,2,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,village,Male,70,no,Elementary,Farmer,Private and NGos,Married,2,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,Old
West Bank,City,Male,45,yes,Preparatory,Worker,Private and NGos,Married,5,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,City,Female,50,yes,Preparatory,Housewife,Unemployed,Married,4,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,village,Male,26,no,Secondary,Worker,Private and NGos,Single,11,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,City,Male,47,no,Preparatory,Worker,Private and NGos,Married,2,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,City,Male,21,no,BA\ BSc,Employee,Private and NGos,Married,3,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,village,Male,45,no,Preparatory,Worker,Private and NGos,Married,5,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,village,Female,31,no,BA\ BSc,Housewife,Unemployed,Married,5,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,village,Female,38,no,Elementary,Housewife,Unemployed,Married,7,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,City,Male,18,no,Preparatory,"Professional, craftsman, specialist",Private and NGos,Single,10,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,City,Male,29,no,Associatte Diploma,Employee,Public sector,Married,4,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,camp,Female,53,yes,Preparatory,Housewife,Unemployed,Married,2,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,Old
West Bank,City,Male,53,yes,Preparatory,"Professional, craftsman, specialist",Private and NGos,Married,7,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,City,Male,33,no,BA\ BSc,Worker,Private and NGos,Married,4,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,village,Male,33,no,Associatte Diploma,Worker,Private and NGos,Married,5,The family income covers our needs well and we can save,Hamas,Hamas,Old
West Bank,City,Female,35,no,Preparatory,Housewife,Unemployed,Married,6,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Hamas,Old
West Bank,City,Male,32,no,BA\ BSc,"Professional, craftsman, specialist",Private and NGos,Married,3,The family income covers our needs well and we can save,I did not participate in the elections,Others,New
West Bank,City,Female,26,no,BA\ BSc,Housewife,Unemployed,Married,3,The family income covers our needs well and we can save,I did not participate in the elections,Others,New
West Bank,City,Female,27,yes,BA\ BSc,Housewife,Unemployed,Married,4,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,New
West Bank,camp,Female,39,yes,Secondary,Housewife,Unemployed,Married,6,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Female,46,no,Preparatory,Employee,Private and NGos,Single,1,The family income covers our needs well and we can save,Fateh,I will not participate in the elections,Old
West Bank,village,Female,53,no,Secondary,Housewife,Unemployed,Married,4,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Female,80,no,Secondary,Housewife,Unemployed,Other,1,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Male,55,no,Secondary,Worker,Private and NGos,Married,7,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Male,70,no,Elementary,unemployed,Unemployed,Married,3,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Female,43,no,Secondary,Housewife,Unemployed,Married,6,The family income covers our needs well and we can save,None of the above / No opinion / I do not know / I do not remember,I will not participate in the elections,Old
West Bank,village,Female,25,no,Secondary,Housewife,Unemployed,Married,4,The family income covers our needs well and we can save,I did not participate in the elections,I will not participate in the elections,New
West Bank,City,Male,35,no,Preparatory,Worker,Private and NGos,Married,3,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,I will not participate in the elections,Old
West Bank,village,Female,53,no,Secondary,Housewife,Unemployed,Married,4,Family income does not cover our expenses we face some difficulties in covering,Fateh,not decided,Old
West Bank,City,Male,33,no,Secondary,Worker,Private and NGos,Married,6,Family income does not cover our expenses we face some difficulties in covering,Fateh,not decided,Old
West Bank,village,Male,71,yes,Associatte Diploma,retired,Public sector,Married,2,The family income covers our needs well and we can save,Fateh,not decided,Old
West Bank,village,Male,57,yes,BA\ BSc,"Professional, craftsman, specialist",Private and NGos,Married,7,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,not decided,Old
West Bank,City,Male,63,no,Elementary,Worker,Private and NGos,Married,4,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,not decided,Old
West Bank,City,Female,28,no,Preparatory,Housewife,Unemployed,Married,6,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,not decided,New
West Bank,camp,Female,32,yes,BA\ BSc,Housewife,Unemployed,Married,4,Family income does not cover our expenses we face some difficulties in covering,Fateh,not decided,New
West Bank,camp,Male,44,yes,Associatte Diploma,Worker,Private and NGos,Married,5,Family income does not cover the expenses of our needs and we face great difficulties in covering,Hamas,not decided,Old
West Bank,village,Female,38,no,Secondary,Housewife,Unemployed,Married,10,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,not decided,Old
West Bank,village,Female,35,no,Preparatory,Housewife,Unemployed,Married,6,The family income covers our needs well and we can save,None of the above / No opinion / I do not know / I do not remember,not decided,Old
West Bank,village,Female,38,no,Elementary,Housewife,Unemployed,Married,7,Family income does not cover our expenses we face some difficulties in covering,None of the above / No opinion / I do not know / I do not remember,not decided,Old
West Bank,camp,Male,21,yes,Secondary,Student,Unemployed,Single,5,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,not decided,New
West Bank,camp,Male,71,yes,Secondary,unemployed,Unemployed,Married,2,The family income covers the expenses of our needs without facing any difficulties,Hamas,not decided,Old
West Bank,City,Female,38,yes,BA\ BSc,Housewife,Unemployed,Married,5,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,not decided,Old
West Bank,City,Female,43,yes,Elementary,Housewife,Unemployed,Married,7,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,not decided,Old
West Bank,City,Female,20,no,Secondary,Housewife,Unemployed,Married,2,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,not decided,New
West Bank,village,Female,34,no,Secondary,Housewife,Unemployed,Married,6,The family income covers the expenses of our needs without facing any difficulties,Fateh,not decided,Old
West Bank,City,Female,57,yes,Associatte Diploma,Housewife,Unemployed,Married,5,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,Old
West Bank,City,Female,70,no,Elementary,Housewife,Unemployed,Other,2,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,Old
West Bank,City,Male,72,yes,Secondary,trader,Private and NGos,Married,4,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,village,Male,29,no,Secondary,Worker,Private and NGos,Married,4,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,City,Female,38,no,Secondary,Housewife,Unemployed,Married,6,Family income does not cover our expenses we face some difficulties in covering,None of the above / No opinion / I do not know / I do not remember,Fateh,Old
West Bank,City,Female,27,no,Secondary,Housewife,Unemployed,Married,3,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,City,Female,56,no,Secondary,Housewife,Unemployed,Married,4,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,village,Male,29,no,Secondary,Employee,Public sector,Married,4,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,City,Male,54,no,Elementary,Worker,Private and NGos,Married,5,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
